coordinates,timestamps
"[[327883.63281449233, 7405350.437591245], [327883.63281449233, 7405350.437591245], [327883.63281449233, 7405350.437591245], [327883.63281449233, 7405350.437591245], [327883.63281449233, 7405350.437591245], [327883.63281449233, 7405350.437591245]]","[0, 44, 177, 221, 266, 310]"
"[[327926.4924197254, 7405329.065372322], [327926.4924197254, 7405329.065372322], [327926.4924197254, 7405329.065372322], [327926.4924197254, 7405329.065372322], [327926.4924197254, 7405329.065372322], [327926.4924197254, 7405329.065372322]]","[0, 44, 177, 221, 265, 310]"
"[[323750.7724288108, 7401603.743176719], [323750.7724288108, 7401603.743176719], [323750.7724288108, 7401603.743176719], [323750.7724288108, 7401603.743176719], [323750.7724288108, 7401603.743176719], [323750.7724288108, 7401603.743176719]]","[0, 44, 221, 266, 310, 354]"
"[[327471.707841796, 7389474.234449133], [327471.707841796, 7389474.234449133], [327471.707841796, 7389474.234449133], [327471.707841796, 7389474.234449133], [327476.2277473606, 7389493.393365888], [327476.2277473606, 7389493.393365888]]","[0, 44, 179, 223, 312, 356]"
"[[327080.1382451859, 7392715.323789735], [327130.3405945685, 7392661.536069203], [327393.33939477796, 7392310.721786661], [327490.7874611704, 7392146.12541543], [327558.3275483969, 7392037.27371842], [327558.3275483969, 7392037.27371842]]","[0, 49, 177, 221, 276, 309]"
"[[325828.2972916145, 7396864.864782413], [325814.9792019526, 7396546.39214051], [325740.2279626719, 7395881.239945827], [325803.94746270543, 7395881.333658825], [325836.44350938173, 7395862.227083224], [325846.6355500651, 7395850.995765358]]","[0, 62, 221, 265, 309, 353]"
"[[325855.9758238731, 7398909.977584443], [325855.9758238731, 7398909.977584443], [326563.79969721165, 7398425.449594768], [326587.0633207763, 7398418.747231849], [326599.2302067501, 7398305.421792783], [326561.40463009593, 7398235.142633446]]","[0, 45, 177, 222, 266, 311]"
"[[327457.19234264607, 7389445.819992577], [327471.707841796, 7389474.234449133], [327464.96298742, 7389457.652017589], [327464.96298742, 7389457.652017589], [327464.96298742, 7389457.652017589], [327464.96298742, 7389457.652017589]]","[0, 45, 177, 221, 310, 354]"
"[[327457.19234264607, 7389445.819992577], [327457.19234264607, 7389445.819992577], [327443.44352965604, 7389447.540372303], [327443.44352965604, 7389447.540372303], [327443.44352965604, 7389447.540372303], [327443.44352965604, 7389447.540372303]]","[0, 45, 178, 222, 311, 355]"
"[[323723.320928209, 7401571.570852276], [323730.2736653163, 7401579.57348449], [323730.2736653163, 7401579.57348449], [323730.2736653163, 7401579.57348449], [323730.2736653163, 7401579.57348449], [323730.2736653163, 7401579.57348449]]","[0, 45, 177, 221, 265, 353]"
"[[323750.7724288108, 7401603.743176719], [323772.37135322636, 7401685.187424619], [323772.37135322636, 7401685.187424619], [323772.37135322636, 7401685.187424619], [323772.37135322636, 7401685.187424619], [323772.37135322636, 7401685.187424619]]","[0, 53, 177, 222, 310, 355]"
"[[327504.7677068831, 7394305.202720524], [327504.7677068831, 7394305.202720524], [327305.51937921724, 7393978.496330893], [327454.74972852104, 7393755.45715512], [327630.8414789446, 7393490.639137194], [327630.8414789446, 7393490.639137194]]","[0, 44, 177, 222, 309, 309]"
"[[327443.44352965604, 7389447.540372303], [327369.7754926484, 7389419.36803758], [327547.615509103, 7389610.974078418], [327666.52989179216, 7389555.753786844], [327966.469495326, 7389491.535599157], [328264.699099455, 7389560.503270609]]","[0, 45, 177, 221, 310, 347]"
"[[327539.1158486036, 7392064.846861655], [327596.8114765174, 7391976.977921708], [327684.5914589424, 7391826.775534285], [327721.94850319787, 7391762.395898605], [327753.32555978047, 7391709.492034489], [327855.97297398956, 7391534.0039801225]]","[0, 44, 176, 220, 264, 309]"
"[[320178.8548333921, 7382932.95799881], [320182.7503134663, 7382964.517792765], [320716.6101835938, 7383224.245966235], [321074.782117152, 7383530.087470552], [321240.47355228226, 7383514.289616944], [321453.4934169416, 7383516.293522879]]","[0, 45, 204, 249, 345, 390]"
"[[327544.12128663727, 7390511.991963828], [327762.60997872346, 7390616.631727012], [328333.19080428866, 7390721.83779237], [328485.98840962705, 7390768.710150561], [328586.19746359193, 7390799.762667371], [328626.42395326437, 7390812.196224298]]","[0, 45, 187, 232, 322, 367]"
"[[331192.0952357494, 7392121.998942531], [331244.79959474894, 7392174.883450326], [331442.01881394716, 7392375.242470128], [331462.19507199177, 7392396.18608457], [331509.3076846375, 7392445.017873488], [331557.70820518426, 7392495.068772776]]","[0, 76, 211, 259, 320, 365]"
"[[323014.71653361665, 7384139.600212518], [323166.4921610084, 7384148.255095635], [323055.6097950254, 7384156.212526503], [322845.4806555405, 7384534.728154893], [322817.43407274666, 7385022.395045377], [322814.09965130454, 7385118.3001978565]]","[0, 45, 155, 229, 308, 342]"
"[[326596.1407573183, 7390359.886415621], [326354.71856033895, 7390158.873869772], [325829.52137031883, 7389608.081221189], [325775.10166491626, 7389583.6745119635], [325762.5114351, 7389565.249289531], [325658.05298354605, 7389316.293050044]]","[0, 45, 180, 225, 315, 360]"
"[[331628.26227444154, 7392571.734053456], [331648.79828745825, 7392596.945532916], [331784.4148852237, 7392817.425157104], [331958.21555374307, 7393064.812129786], [332195.90917613485, 7393374.384104939], [332245.988745447, 7393439.860113294]]","[0, 45, 180, 225, 315, 360]"
"[[329707.4507897792, 7390912.029213538]]",[0]
"[[323360.95947722555, 7387366.486196337], [323410.53320085927, 7387457.216648582], [323867.30773408344, 7387993.2458763365], [323882.9123941859, 7388019.517926589], [323973.37004196283, 7388342.778886907], [323983.5551449519, 7388471.492577646]]","[0, 45, 180, 225, 324, 340]"
"[[326491.6469123699, 7390249.6606154945], [326519.41611457063, 7390275.076933556], [326616.49692378787, 7390399.280640826], [326616.49692378787, 7390399.280640826], [326647.5591245781, 7390456.910643248], [326675.77143329784, 7390492.355365463]]","[0, 54, 190, 236, 329, 374]"
"[[323964.89838482405, 7388655.902287255], [324206.0818772757, 7388935.650022134], [324547.3960541814, 7389161.023722562], [324606.5530679022, 7389026.609497476], [324730.2355311578, 7388865.086612742], [324838.43805209175, 7388883.359097936]]","[0, 45, 189, 234, 279, 324]"
"[[325734.98361428827, 7383022.003537422], [325734.98361428827, 7383022.003537422], [325955.51550143183, 7382548.214268949], [325885.90125206776, 7382378.3644766025], [325946.91275179625, 7382132.8781676665], [325590.6226182326, 7381828.249566851]]","[0, 38, 184, 215, 304, 348]"
"[[316470.9790327505, 7373176.689464159], [316465.53288972157, 7373184.041795178], [316465.53288972157, 7373184.041795178], [316465.53288972157, 7373184.041795178], [316465.53288972157, 7373184.041795178], [316465.53288972157, 7373184.041795178]]","[0, 44, 221, 265, 309, 353]"
"[[316427.0971661316, 7373085.0295974], [316427.0971661316, 7373085.0295974], [316427.0971661316, 7373085.0295974], [316427.0971661316, 7373085.0295974], [316427.0971661316, 7373085.0295974], [316427.0971661316, 7373085.0295974]]","[0, 45, 178, 222, 311, 355]"
"[[316497.9896195444, 7373157.315126254], [316497.9896195444, 7373157.315126254], [316488.6012044238, 7373161.95920855], [316497.9896195444, 7373157.315126254], [316497.9896195444, 7373157.315126254], [316497.9896195444, 7373157.315126254]]","[0, 53, 221, 265, 309, 354]"
"[[318021.4978764129, 7375422.70086441], [317972.09380756674, 7375164.20894279], [317908.1391826615, 7374789.591748563], [317848.75027464965, 7374729.836729173], [317421.6985212832, 7374511.995398942], [317378.9475460788, 7374453.195233541]]","[0, 45, 178, 222, 310, 354]"
"[[320518.6412244579, 7380403.589336723], [320449.19561916776, 7380401.624581988], [319806.6530831635, 7379868.222170649], [319511.6752990956, 7379631.5749911815], [319493.6484652533, 7379543.018114584], [319481.6877756296, 7379462.954461965]]","[0, 44, 177, 221, 293, 310]"
"[[318592.6298324736, 7378096.147557024], [318505.6047963577, 7377942.761277661], [318252.87749690464, 7377611.133018019], [318158.5283136155, 7377517.852428455], [318131.9198872059, 7377419.161260262], [318131.9198872059, 7377419.161260262]]","[0, 45, 184, 223, 310, 310]"
"[[316427.0971661316, 7373085.0295974], [316424.96215007146, 7373120.779724926], [316470.9790327505, 7373176.689464159], [316470.9790327505, 7373176.689464159], [316470.9790327505, 7373176.689464159], [316470.9790327505, 7373176.689464159]]","[0, 44, 221, 265, 309, 354]"
"[[317952.25644688786, 7375081.122467941], [317908.2681433249, 7374909.32933375], [317715.1760159361, 7374678.232245037], [317475.5078589354, 7374522.641265453], [317326.1724053114, 7374240.998322036], [317296.2656947089, 7374136.059968517]]","[0, 45, 177, 222, 283, 310]"
"[[317175.7311969921, 7373085.07363577], [317193.26396043634, 7373376.605920533], [317190.1703474596, 7374066.96302771], [317296.2656947089, 7374136.059968517], [317337.50830186415, 7374284.173073633], [317373.05326777464, 7374435.398723705]]","[0, 44, 224, 268, 312, 356]"
"[[336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727]]","[0, 64, 177, 224, 313, 357]"
"[[328501.1608096819, 7391532.895453457], [328185.14358064055, 7391273.66952531], [328046.5158059041, 7391238.908935677], [327955.38214383775, 7391401.4228820475], [327823.0573905793, 7391628.741852405], [327739.8461418449, 7391772.630286324]]","[0, 44, 177, 221, 309, 354]"
"[[329437.45918138634, 7392529.546361523], [329437.45918138634, 7392529.546361523], [328998.79783217947, 7392062.80773724], [328998.79783217947, 7392062.80773724], [328948.76150783047, 7392009.419648285], [328948.76150783047, 7392009.419648285]]","[0, 44, 221, 265, 309, 354]"
"[[332119.61775477976, 7394684.551863523], [331900.85402777174, 7394605.011466843], [331417.30787710636, 7394428.396426946], [331238.29822566756, 7394351.843971966], [331034.5537387524, 7394218.027566887], [330981.76624187455, 7394162.871494377]]","[0, 89, 221, 265, 309, 354]"
"[[326376.675659999, 7392804.397817602], [326376.675659999, 7392804.397817602], [326349.3556667083, 7392689.163243363], [326455.78008697584, 7392599.550943032], [326789.5888574851, 7392615.457274692], [326834.382044971, 7392617.621530179]]","[0, 44, 195, 223, 311, 355]"
"[[335658.62379626837, 7402603.444257641], [335503.5074946553, 7402635.638461691], [335242.4999409109, 7402126.512706248], [335242.4999409109, 7402126.512706248], [335137.0176685605, 7401988.509859527], [335013.1249927124, 7401878.859026654]]","[0, 44, 177, 221, 265, 309]"
"[[336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727], [336177.5204702054, 7402335.454789727]]","[0, 44, 177, 221, 265, 337]"
"[[323042.135927222, 7381418.006333133], [323042.135927222, 7381418.006333133], [323042.135927222, 7381418.006333133], [323042.135927222, 7381418.006333133], [323042.135927222, 7381418.006333133], [323042.135927222, 7381418.006333133]]","[0, 44, 222, 266, 310, 354]"
"[[324512.51886665064, 7381619.563757513], [324676.724067143, 7381640.067531506], [325343.855423196, 7381721.772176673], [325430.5361080518, 7381724.639762986], [325802.3645750456, 7381939.868929505], [325957.994596906, 7382059.300949018]]","[0, 44, 182, 221, 310, 364]"
"[[333102.32663435163, 7380255.332126738], [333102.32663435163, 7380255.332126738], [333102.32663435163, 7380255.332126738], [333102.32663435163, 7380255.332126738], [333102.32663435163, 7380255.332126738], [333102.32663435163, 7380255.332126738]]","[0, 44, 177, 221, 309, 354]"
"[[328834.24186163046, 7381911.575482059], [328771.2914195425, 7382120.193134816], [328704.8384347905, 7382579.7305287495], [328676.05262998625, 7383002.635088908], [328707.7720428454, 7383215.993506841], [328930.4635639549, 7383518.318704721]]","[0, 44, 177, 221, 274, 310]"
"[[332967.1211521988, 7380086.650864456], [332967.1211521988, 7380086.650864456], [333381.87220687466, 7379827.425271662], [333730.56272639724, 7379719.970076811], [333651.7080127654, 7379729.728234954], [333425.1351292108, 7379799.401646858]]","[0, 44, 177, 221, 265, 310]"
"[[330926.0164191476, 7381821.117678983], [330926.0164191476, 7381821.117678983], [331792.77420545067, 7381422.779483214], [332051.1393086493, 7381235.43126029], [332411.2158378828, 7380936.059325694], [332411.2158378828, 7380936.059325694]]","[0, 45, 177, 221, 309, 309]"
"[[326621.3280051361, 7380741.733608389], [326656.9023188151, 7380698.006581722], [327396.93229337415, 7379778.240284467], [327446.77514341625, 7379688.9241331015], [327397.3230583478, 7379622.8792189285], [327577.4159649493, 7379787.719331877]]","[0, 44, 220, 265, 309, 353]"
"[[333697.86879534135, 7394762.545534965], [333524.9110566446, 7394708.1376534905], [333461.32667734695, 7395141.01037436], [333543.65880614694, 7395079.64869476], [333584.5009807622, 7395075.184660424], [333584.5009807622, 7395075.184660424]]","[0, 45, 184, 229, 319, 364]"
"[[338282.40782012464, 7390952.231774541], [338282.40782012464, 7390952.231774541], [338282.40782012464, 7390952.231774541], [338282.40782012464, 7390952.231774541], [338282.40782012464, 7390952.231774541], [338282.40782012464, 7390952.231774541]]","[0, 45, 181, 227, 316, 362]"
"[[333556.14760770835, 7395085.826737093], [333556.14760770835, 7395085.826737093], [333556.14760770835, 7395085.826737093], [333556.14760770835, 7395085.826737093], [333556.14760770835, 7395085.826737093], [333556.14760770835, 7395085.826737093]]","[0, 45, 180, 225, 316, 316]"
"[[335989.45113897306, 7394534.5386375915], [335810.9909824098, 7394544.802933311], [334827.6302813506, 7394392.9700054135], [334827.6302813506, 7394392.9700054135], [334683.7002713346, 7394414.99003385], [334642.4452403439, 7394420.061450887]]","[0, 32, 196, 196, 286, 330]"
"[[336871.5418896737, 7393361.109437074], [336756.31993237964, 7393530.1449423395], [336357.0598136452, 7394019.287279878], [336360.28381987714, 7394045.958986362], [336132.1944125804, 7394123.769697778], [336106.59445847385, 7394125.9471443035]]","[0, 22, 152, 197, 287, 332]"
"[[338049.3894380778, 7391627.499568348], [337993.8442052598, 7392084.615904042], [337659.0851531971, 7392746.845367657], [337591.24118473206, 7392777.32359774], [337287.97251326137, 7392950.820804775], [337196.6140415905, 7393002.521297915]]","[0, 75, 230, 254, 332, 380]"
"[[334848.6990851186, 7394389.774525112], [334802.9615161909, 7394398.505976738], [334683.7002713346, 7394414.99003385], [334603.2216746266, 7394424.934213648], [334566.029578949, 7394429.608338252], [334566.029578949, 7394429.608338252]]","[0, 45, 180, 225, 270, 315]"
"[[334013.93581180356, 7393736.19261531], [333890.27601783536, 7393713.30286351], [333477.49517530913, 7393742.831991993], [333448.6269281297, 7393740.620523201], [333265.46472240746, 7393726.087995717], [333237.591510465, 7393723.915136708]]","[0, 44, 176, 220, 309, 353]"
"[[345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406]]","[0, 44, 177, 221, 309, 354]"
"[[338299.83353646036, 7390609.042648241], [338299.83353646036, 7390609.042648241], [338320.6947152097, 7390937.593462584], [338304.77070364915, 7390974.518645788], [338234.156460021, 7391087.809989827], [338189.1175333202, 7391205.149824753]]","[0, 45, 221, 265, 310, 354]"
"[[346085.5681786247, 7388084.568654047], [346127.39833752415, 7388117.015677078], [345634.2543691335, 7388585.804546644], [345544.09008157084, 7388633.966945909], [344843.77390444046, 7388673.938685283], [344801.7333372998, 7388618.173345854]]","[0, 44, 202, 221, 319, 354]"
"[[345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406], [345178.9862103197, 7387667.648735406]]","[0, 45, 222, 266, 310, 355]"
